Done|song|artist|album|genre|track|filePath|FileName
x|Quelques lignes plus bas... Ho|Callas, Gedda|Bizet Carmen - 2|Opera|14|/mnt/PiNAS/music/malendragem/Callas, Gedda/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 14 - Quelques Lignes Plus Bas... Holà, Holà ! José (Escamillo_José_Carmen_Le Dancaïre_Micaëla_Frasquita -.mp3|Bizet Carmen - 2 - Callas, Gedda - 14 - Quelques Lignes Plus Bas... Holà, Holà ! José (Escamillo_José_Carmen_Le Dancaïre_Micaëla_Frasquita -.mp3
x|Entr'acte (Orchstre)|Callas, Gedda|Bizet Carmen - 2|Opera|15|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$REPTZJY/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 15 - Entr'acte (Orchstre).mp3|Bizet Carmen - 2 - Callas, Gedda - 15 - Entr'acte (Orchstre).mp3
x|Entr'acte (Orchstre)|Callas, Gedda|Bizet Carmen - 2|Opera|15|/mnt/PiNAS/music/malendragem/Callas, Gedda/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 15 - Entr'acte (Orchstre).mp3|Bizet Carmen - 2 - Callas, Gedda - 15 - Entr'acte (Orchstre).mp3
x|A deux cuartos ! A deux cuarto|Callas, Gedda|Bizet Carmen - 2|Opera|16|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$REPTZJY/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 16 - A Deux Cuartos ! A Deux Cuartos ! (Choeur - Zuniga).mp3|Bizet Carmen - 2 - Callas, Gedda - 16 - A Deux Cuartos ! A Deux Cuartos ! (Choeur - Zuniga).mp3
x|A deux cuartos ! A deux cuarto|Callas, Gedda|Bizet Carmen - 2|Opera|16|/mnt/PiNAS/music/malendragem/Callas, Gedda/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 16 - A Deux Cuartos ! A Deux Cuartos ! (Choeur - Zuniga).mp3|Bizet Carmen - 2 - Callas, Gedda - 16 - A Deux Cuartos ! A Deux Cuartos ! (Choeur - Zuniga).mp3
x|Les voici ! Voici la quadrille|Callas, Gedda|Bizet Carmen - 2|Opera|17|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$REPTZJY/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 17 - Les Voici ! Voici La Quadrille ! (Choeur_Escamillo_Carmen - Frasquita).mp3|Bizet Carmen - 2 - Callas, Gedda - 17 - Les Voici ! Voici La Quadrille ! (Choeur_Escamillo_Carmen - Frasquita).mp3
x|Les voici ! Voici la quadrille|Callas, Gedda|Bizet Carmen - 2|Opera|17|/mnt/PiNAS/music/malendragem/Callas, Gedda/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 17 - Les Voici ! Voici La Quadrille ! (Choeur_Escamillo_Carmen - Frasquita).mp3|Bizet Carmen - 2 - Callas, Gedda - 17 - Les Voici ! Voici La Quadrille ! (Choeur_Escamillo_Carmen - Frasquita).mp3
x|C'est toi !... Carmen, il est |Callas, Gedda|Bizet Carmen - 2|Opera|18|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$REPTZJY/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 18 - C'est Toi !... Carmen, Il Est Temps Encore... Viva ! Viva ! La Course Est Belle ! (Carmen_José - Choe.mp3|Bizet Carmen - 2 - Callas, Gedda - 18 - C'est Toi !... Carmen, Il Est Temps Encore... Viva ! Viva ! La Course Est Belle ! (Carmen_José - Choe.mp3
x|C'est toi !... Carmen, il est |Callas, Gedda|Bizet Carmen - 2|Opera|18|/mnt/PiNAS/music/malendragem/Callas, Gedda/Bizet Carmen - 2/Bizet Carmen - 2 - Callas, Gedda - 18 - C'est Toi !... Carmen, Il Est Temps Encore... Viva ! Viva ! La Course Est Belle ! (Carmen_José - Choe.mp3|Bizet Carmen - 2 - Callas, Gedda - 18 - C'est Toi !... Carmen, Il Est Temps Encore... Viva ! Viva ! La Course Est Belle ! (Carmen_José - Choe.mp3
x|More Fire Mega Mix|Capleton|Black Chiney 4 - the Last Drag|Reggae|30|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RKHC0VJ/Black Chiney 4 - the Last Drag/capleton - More Fire Mega Mix-rim.mp3|capleton - More Fire Mega Mix-rim.mp3
x|More Fire Mega Mix|Capleton|Black Chiney 4 - the Last Drag|Reggae|30|/mnt/PiNAS/music/malendragem/Capleton/Black Chiney 4 - the Last Drag/capleton - More Fire Mega Mix-rim.mp3|capleton - More Fire Mega Mix-rim.mp3
x|Flash Pan Hunter|Tom Waits|Black Rider|Folk|13|/mnt/PiNAS/music/malendragem/Tom Waits/Black Rider/Tom Waits -  Flash Pan Hunter.mp3|Tom Waits -  Flash Pan Hunter.mp3
x|The Black Rider               |Tom Waits|Black Rider|Folk|2|/mnt/PiNAS/music/malendragem/Tom Waits/Black Rider/tom waits - the black rider (1).mp3|tom waits - the black rider (1).mp3
x|Tear off Mi Garment|Beenie Man|Blessed|Other|10|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$R7UKLKN/Blessed/beenie man - tear off mi garment.mp3|beenie man - tear off mi garment.mp3
x|Tear off Mi Garment|Beenie Man|Blessed|Other|10|/mnt/PiNAS/music/malendragem/Beenie Man/Blessed/beenie man - tear off mi garment.mp3|beenie man - tear off mi garment.mp3
x|Sittin On The Dock Of The Bay|Otis Redding|Blood and Egypt's Breaks Vol. |Soul|1|/mnt/PiNAS/music/malendragem/Otis Redding/Blood and Egypt's Breaks Vol. 1/otis redding - sittin on the dock of the bay.mp3|otis redding - sittin on the dock of the bay.mp3
x|All The World Is Green|Tom Waits|Blood Money|Folk|4|/mnt/PiNAS/music/malendragem/Tom Waits/Blood Money/Tom Waits - All The World Is Green.mp3|Tom Waits - All The World Is Green.mp3
x|Knife Chase|Tom Waits|Blood Money|Folk|7|/mnt/PiNAS/music/malendragem/Tom Waits/Blood Money/tom waits (blood money) - 07 knife chase.mp3|tom waits (blood money) - 07 knife chase.mp3
x|blessed|Heather Nova|Blow|Pop|4|/mnt/PiNAS/music/malendragem/Heather Nova/Blow/04 - Heather Nova - blow - blessed.mp3|04 - Heather Nova - blow - blessed.mp3
x|mother tongue|Heather Nova|Blow|Pop|5|/mnt/PiNAS/music/malendragem/Heather Nova/Blow/05 - Heather Nova - blow - mother tongue.mp3|05 - Heather Nova - blow - mother tongue.mp3
x|talking to strangers|Heather Nova|Blow|Pop|6|/mnt/PiNAS/music/malendragem/Heather Nova/Blow/06 - Heather Nova - blow - talking to strangers.mp3|06 - Heather Nova - blow - talking to strangers.mp3
x|All The Tired Horses|Bob Dylan|Blow (Ost)|Soundtrack|11|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RWB06D3/Blow (Ost)/Blow (OST) - Bob Dylan - 11 - All The Tired Horses.mp3|Blow (OST) - Bob Dylan - 11 - All The Tired Horses.mp3
x|All The Tired Horses|Bob Dylan|Blow (Ost)|Soundtrack|11|/mnt/PiNAS/music/malendragem/Bob Dylan/Blow (Ost)/Blow (OST) - Bob Dylan - 11 - All The Tired Horses.mp3|Blow (OST) - Bob Dylan - 11 - All The Tired Horses.mp3
x|Strange Brew|Cream|Blow (Ost)|Soundtrack|4|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RU0S3IW/Blow (Ost)/Blow (OST) - Cream - 04 - Strange Brew.mp3|Blow (OST) - Cream - 04 - Strange Brew.mp3
x|Strange Brew|Cream|Blow (Ost)|Soundtrack|4|/mnt/PiNAS/music/malendragem/Cream/Blow (Ost)/Blow (OST) - Cream - 04 - Strange Brew.mp3|Blow (OST) - Cream - 04 - Strange Brew.mp3
x|Glad And Sorry|Faces|Blow (Ost)|Soundtrack|3|/mnt/PiNAS/music/malendragem/Faces/Blow (Ost)/Blow (OST) - Faces - 03 - Glad And Sorry.mp3|Blow (OST) - Faces - 03 - Glad And Sorry.mp3
x|Yellow World|J Girls|Blow (Ost)|Soundtrack|9|/mnt/PiNAS/music/malendragem/J Girls/Blow (Ost)/Blow (OST) - J Girls - 09 - Yellow World.mp3|Blow (OST) - J Girls - 09 - Yellow World.mp3
x|Keep It Comin' Love|Kc and The Sunshine Band|Blow (Ost)|Soundtrack|8|/mnt/PiNAS/music/malendragem/Kc and The Sunshine Band/Blow (Ost)/Blow (OST) - KC And The Sunshine Band - 08 - Keep It Comin' Love.mp3|Blow (OST) - KC And The Sunshine Band - 08 - Keep It Comin' Love.mp3
x|Rumble|Link Wray|Blow (Ost)|Soundtrack|2|/mnt/PiNAS/music/malendragem/Link Wray/Blow (Ost)/Blow (OST) - Link Wray - 02 - Rumble.mp3|Blow (OST) - Link Wray - 02 - Rumble.mp3
x|That Smell|Lynyrd Skynyrd|Blow (Ost)|Soundtrack|10|/mnt/PiNAS/music/malendragem/Lynyrd Skynyrd/Blow (Ost)/Blow (OST) - Lynyrd Skynyrd - 10 - That Smell.mp3|Blow (OST) - Lynyrd Skynyrd - 10 - That Smell.mp3
x|Blinded By The Light|Manfred Mann's Earth Band|Blow (Ost)|Soundtrack|6|/mnt/PiNAS/music/malendragem/Manfred Mann's Earth Band/Blow (Ost)/Blow (OST) - Manfred Mann's Earth Band - 06 - Blinded By The Light.mp3|Blow (OST) - Manfred Mann's Earth Band - 06 - Blinded By The Light.mp3
x|Can't You See|Marshall Tucker Band|Blow (Ost)|Soundtrack|12|/mnt/PiNAS/music/malendragem/Marshall Tucker Band/Blow (Ost)/Blow (OST) - Marshall Tucker Band - 12 - Can't You See.mp3|Blow (OST) - Marshall Tucker Band - 12 - Can't You See.mp3
x|Push & Pull|Nikka Costa|Blow (Ost)|Soundtrack|13|/mnt/PiNAS/music/malendragem/Nikka Costa/Blow (Ost)/Blow (OST) - Nikka Costa - 13 - Push & Pull.mp3|Blow (OST) - Nikka Costa - 13 - Push & Pull.mp3
x|Black Betty|Ram Jam|Blow (Ost)|Soundtrack|5|/mnt/PiNAS/music/malendragem/Ram Jam/Blow (Ost)/Blow (OST) - Ram Jam - 05 - Black Betty.mp3|Blow (OST) - Ram Jam - 05 - Black Betty.mp3
x|Can't You Hear Me Knocking|Rolling Stones, The|Blow (Ost)|Soundtrack|1|/mnt/PiNAS/music/malendragem/Rolling Stones, The/Blow (Ost)/Blow (OST) - The Rolling Stones - 01 - Can't You Hear Me Knocking.mp3|Blow (OST) - The Rolling Stones - 01 - Can't You Hear Me Knocking.mp3
x|Let's Boogaloo|Willie Rosario|Blow (Ost)|Soundtrack|7|/mnt/PiNAS/music/malendragem/Willie Rosario/Blow (Ost)/Blow (OST) - Willie Rosario - 07 - Let's Boogaloo.mp3|Blow (OST) - Willie Rosario - 07 - Let's Boogaloo.mp3
x|Love Will Keep Us Together|The James Taylor Quartet|Blow Up!|Jazz|1|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 01 - Love Will Keep Us Together.mp3|The James Taylor Quartet - Blow Up! - 01 - Love Will Keep Us Together.mp3
x|It's Your World|The James Taylor Quartet|Blow Up!|Jazz|2|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 02 - It's Your World.mp3|The James Taylor Quartet - Blow Up! - 02 - It's Your World.mp3
x|Whole Lotta Love|The James Taylor Quartet|Blow Up!|Jazz|3|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 03 - Whole Lotta Love.mp3|The James Taylor Quartet - Blow Up! - 03 - Whole Lotta Love.mp3
x|One Way Street|The James Taylor Quartet|Blow Up!|Jazz|4|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 04 - One Way Street.mp3|The James Taylor Quartet - Blow Up! - 04 - One Way Street.mp3
x|Blow Up|The James Taylor Quartet|Blow Up!|Jazz|5|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 05 - Blow Up.mp3|The James Taylor Quartet - Blow Up! - 05 - Blow Up.mp3
x|Mrs. Robinson|The James Taylor Quartet|Blow Up!|Jazz|6|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 06 - Mrs. Robinson.mp3|The James Taylor Quartet - Blow Up! - 06 - Mrs. Robinson.mp3
x|Creation (Fanfare For a Third |The James Taylor Quartet|Blow Up!|Jazz|7|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 07 - Creation (Fanfare For A Third Millenium).mp3|The James Taylor Quartet - Blow Up! - 07 - Creation (Fanfare For A Third Millenium).mp3
x|3 Mile Island|The James Taylor Quartet|Blow Up!|Jazz|8|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 08 - 3 Mile Island.mp3|The James Taylor Quartet - Blow Up! - 08 - 3 Mile Island.mp3
x|Europa|The James Taylor Quartet|Blow Up!|Jazz|9|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 09 - Europa.mp3|The James Taylor Quartet - Blow Up! - 09 - Europa.mp3
x|Stepping Into My Life|The James Taylor Quartet|Blow Up!|Jazz|10|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 10 - Stepping Into My Life.mp3|The James Taylor Quartet - Blow Up! - 10 - Stepping Into My Life.mp3
x|Martian Earthwatch|The James Taylor Quartet|Blow Up!|Jazz|11|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 11 - Martian Earthwatch.mp3|The James Taylor Quartet - Blow Up! - 11 - Martian Earthwatch.mp3
x|Mission Impossible|The James Taylor Quartet|Blow Up!|Jazz|12|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 12 - Mission Impossible.mp3|The James Taylor Quartet - Blow Up! - 12 - Mission Impossible.mp3
x|Haitian Breakdown|The James Taylor Quartet|Blow Up!|Jazz|13|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 13 - Haitian Breakdown.mp3|The James Taylor Quartet - Blow Up! - 13 - Haitian Breakdown.mp3
x|Theme from 'Dirty Harry'|The James Taylor Quartet|Blow Up!|Jazz|14|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 14 - Theme From 'Dirty Harry'.mp3|The James Taylor Quartet - Blow Up! - 14 - Theme From 'Dirty Harry'.mp3
x|Check It Out|The James Taylor Quartet|Blow Up!|Jazz|15|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 15 - Check It Out.mp3|The James Taylor Quartet - Blow Up! - 15 - Check It Out.mp3
x|In the Hand of the Inevitable|The James Taylor Quartet|Blow Up!|Jazz|16|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 16 - In The Hand Of The Inevitable.mp3|The James Taylor Quartet - Blow Up! - 16 - In The Hand Of The Inevitable.mp3
x|Love Ballad|The James Taylor Quartet|Blow Up!|Jazz|17|/mnt/PiNAS/music/malendragem/James Taylor Quartet, The/Blow Up!/The James Taylor Quartet - Blow Up! - 17 - Love Ballad.mp3|The James Taylor Quartet - Blow Up! - 17 - Love Ballad.mp3
x|Blue Brazil -  - Blue Brazil -|Astrud Gilberto|Blue Brazil|World|5|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RD0G7P7/Blue Brazil/Astrud Gilberto - Blue Brazil -  - Blue Brazil - Ponteio.mp3|Astrud Gilberto - Blue Brazil -  - Blue Brazil - Ponteio.mp3
x|Blue Brazil -  - Blue Brazil -|Astrud Gilberto|Blue Brazil|World|5|/mnt/PiNAS/music/malendragem/Astrud Gilberto/Blue Brazil/Astrud Gilberto - Blue Brazil -  - Blue Brazil - Ponteio.mp3|Astrud Gilberto - Blue Brazil -  - Blue Brazil - Ponteio.mp3
x|Cavatento|Alaide Costa|Blue Brazil|World|2|/mnt/PiNAS/music/malendragem/Alaide Costa/Blue Brazil/Blue Brazil - Alaide Costa - 02 - Cavatento.mp3|Blue Brazil - Alaide Costa - 02 - Cavatento.mp3
x|Nao Me Diga Adeus|Bossa 3|Blue Brazil|World|9|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RH2H9BA/Blue Brazil/Blue Brazil - Bossa 3 - 09 - Nao Me Diga Adeus.mp3|Blue Brazil - Bossa 3 - 09 - Nao Me Diga Adeus.mp3
x|Nao Me Diga Adeus|Bossa 3|Blue Brazil|World|9|/mnt/PiNAS/music/malendragem/Bossa 3/Blue Brazil/Blue Brazil - Bossa 3 - 09 - Nao Me Diga Adeus.mp3|Blue Brazil - Bossa 3 - 09 - Nao Me Diga Adeus.mp3
x|O Que Vem de Baixo Nao me Atin|Ela Soares and Roberto Ribeiro|Blue Brazil|World|5|/mnt/PiNAS/music/malendragem/Ela Soares and Roberto Ribeiro/Blue Brazil/Blue Brazil - Ela Soares & Roberto Ribeiro - 05 - O Que Vem De Baixo Nao Me Atinge.mp3|Blue Brazil - Ela Soares & Roberto Ribeiro - 05 - O Que Vem De Baixo Nao Me Atinge.mp3
x|Dexia Isso Pra La|Elza Soares|Blue Brazil|World|14|/mnt/PiNAS/music/malendragem/Elza Soares/Blue Brazil/Blue Brazil - Elza Soares - 14 - Dexia Isso Pra La.mp3|Blue Brazil - Elza Soares - 14 - Dexia Isso Pra La.mp3
x|mal de amor|Elza Soares|Blue Brazil|World|15|/mnt/PiNAS/music/malendragem/Elza Soares/Blue Brazil/Blue Brazil - Elza Soares - 15 - Mal De Amor.mp3|Blue Brazil - Elza Soares - 15 - Mal De Amor.mp3
x|Mal de amor|Elza Soares|Blue Brazil|World|18|/mnt/PiNAS/music/malendragem/Elza Soares/Blue Brazil/Blue Brazil - Elza Soares E Miltinho -  - Mal De Amor.mp3|Blue Brazil - Elza Soares E Miltinho -  - Mal De Amor.mp3
x|bebe|Eumir Deodato|Blue Brazil|World|12|/mnt/PiNAS/music/malendragem/Eumir Deodato/Blue Brazil/Blue Brazil - Eumir Deodato - 12 - Bebe.mp3|Blue Brazil - Eumir Deodato - 12 - Bebe.mp3
x|Quintetto X|Freio Aerodinamico|Blue Brazil|World|5|/mnt/PiNAS/music/malendragem/Freio Aerodinamico/Blue Brazil/Blue Brazil - Freio Aerodinamico -  - Quintetto X.mp3|Blue Brazil - Freio Aerodinamico -  - Quintetto X.mp3
x|Procissao|Joao Villaret|Blue Brazil|World|1|/mnt/PiNAS/music/malendragem/João Villaret/Blue Brazil/Blue Brazil - João Villaret -  - Procissão.mp3|Blue Brazil - João Villaret -  - Procissão.mp3
x|cala boca menino|Joaoa Donato|Blue Brazil|World|14|/mnt/PiNAS/music/malendragem/Joaoa Donato/Blue Brazil/Blue Brazil - Joaoa Donato - 14 - Cala Boca Menino.mp3|Blue Brazil - Joaoa Donato - 14 - Cala Boca Menino.mp3
x|Ei moleque|John Bala Jones|Blue Brazil|World|99|/mnt/PiNAS/music/malendragem/John Bala Jones/Blue Brazil/Blue Brazil - John Bala Jones - 00 - Ei Moleque.mp3|Blue Brazil - John Bala Jones - 00 - Ei Moleque.mp3
x|Um Tema pro Simon|Johnny Alf|Blue Brazil|World|17|/mnt/PiNAS/music/malendragem/Johnny Alf/Blue Brazil/Blue Brazil - Johnny Alf - 17 - Um Tema Pro Simon.mp3|Blue Brazil - Johnny Alf - 17 - Um Tema Pro Simon.mp3
x|Aldeia De Ogum|Joyce|Blue Brazil|World|11|/mnt/PiNAS/music/malendragem/Joyce/Blue Brazil/Blue Brazil - Joyce - 11 - Aldeia De Ogum.mp3|Blue Brazil - Joyce - 11 - Aldeia De Ogum.mp3
x|nao adianta|Lenny Andrade|Blue Brazil|World|16|/mnt/PiNAS/music/malendragem/Lenny Andrade/Blue Brazil/Blue Brazil - Lenny Andrade - 16 - Nao Adianta.mp3|Blue Brazil - Lenny Andrade - 16 - Nao Adianta.mp3
x|upa neguinho|Luiz Arruda Perez|Blue Brazil|World|9|/mnt/PiNAS/music/malendragem/Luiz Arruda Perez/Blue Brazil/Blue Brazil - Luiz Arruda Perez - 09 - Upa Neguinho.mp3|Blue Brazil - Luiz Arruda Perez - 09 - Upa Neguinho.mp3
x|Galope|Luiz Gonzaga Jnr|Blue Brazil|World|9|/mnt/PiNAS/music/malendragem/Luiz Gonzaga Jnr/Blue Brazil/Blue Brazil - Luiz Gonzaga Jnr - 09 - Galope.mp3|Blue Brazil - Luiz Gonzaga Jnr - 09 - Galope.mp3
x|Batucada Sergiu               |Marcos Valle|Blue Brazil|World|10|/mnt/PiNAS/music/malendragem/Marcos Valle/Blue Brazil/Blue Brazil - Marcos Valle -  - Batucada Sergiu.mp3|Blue Brazil - Marcos Valle -  - Batucada Sergiu.mp3
x|os grilos|Marcos Valle|Blue Brazil|World|10|/mnt/PiNAS/music/malendragem/Marcos Valle/Blue Brazil/Blue Brazil - Marcos Valle - 10 - Os Grilos.mp3|Blue Brazil - Marcos Valle - 10 - Os Grilos.mp3
x|Noa Noa                       |Milton Banana Trio|Blue Brazil|World|7|/mnt/PiNAS/music/malendragem/Milton Banana Trio/Blue Brazil/Blue Brazil - Milton Banana Trio -  - Noa Noa.mp3|Blue Brazil - Milton Banana Trio -  - Noa Noa.mp3
x|bateria e solo de percussao|Monsueto|Blue Brazil|World|21|/mnt/PiNAS/music/malendragem/Monsueto/Blue Brazil/Blue Brazil - Monsueto - 21 - Bateria E Solo De Percussao.mp3|Blue Brazil - Monsueto - 21 - Bateria E Solo De Percussao.mp3
x|chove chuva|Nelsinho E Sua Orquestra|Blue Brazil|World|13|/mnt/PiNAS/music/malendragem/Nelsinho E Sua Orquestra/Blue Brazil/Blue Brazil - Nelsinho E Sua Orquestra - 13 - Chove Chuva.mp3|Blue Brazil - Nelsinho E Sua Orquestra - 13 - Chove Chuva.mp3
x|aqui e o pais do futebol (2)|Nelsinho E Sua Orquestra|Blue Brazil|World|22|/mnt/PiNAS/music/malendragem/Nelsinho E Sua Orquestra/Blue Brazil/Blue Brazil - Nelsinho E Sua Orquestra - 22 - Aqui E O Pais Do Futebol (2).mp3|Blue Brazil - Nelsinho E Sua Orquestra - 22 - Aqui E O Pais Do Futebol (2).mp3
x|Deus Brasiliero|Perry Ribiero|Blue Brazil|World|5|/mnt/PiNAS/music/malendragem/Perry Ribiero/Blue Brazil/Blue Brazil - Perry Ribiero - 05 - Deus Brasiliero.mp3|Blue Brazil - Perry Ribiero - 05 - Deus Brasiliero.mp3
x|tudo que voce podia ser|Quarteto Em Cy|Blue Brazil|World|17|/mnt/PiNAS/music/malendragem/Quarteto Em Cy/Blue Brazil/Blue Brazil - Quarteto Em Cy - 17 - Tudo Que Voce Podia Ser.mp3|Blue Brazil - Quarteto Em Cy - 17 - Tudo Que Voce Podia Ser.mp3
x|ponteio|Quarteto Novo|Blue Brazil|World|11|/mnt/PiNAS/music/malendragem/Quarteto Novo/Blue Brazil/Blue Brazil - Quarteto Nova - 11 - Ponteio.mp3|Blue Brazil - Quarteto Nova - 11 - Ponteio.mp3
x|Misturada|Quarteto Novo|Blue Brazil|World|15|/mnt/PiNAS/music/malendragem/Quarteto Novo/Blue Brazil/Blue Brazil - Quarteto Novo - 15 - Misturada.mp3|Blue Brazil - Quarteto Novo - 15 - Misturada.mp3
x|Vim De Santana|Quoteto Novo|Blue Brazil|World|4|/mnt/PiNAS/music/malendragem/Quoteto Novo/Blue Brazil/Blue Brazil - Quoteto Novo - 04 - Vim De Santana.mp3|Blue Brazil - Quoteto Novo - 04 - Vim De Santana.mp3
x|Mas Que Nada                  |Sergio Mendes|Blue Brazil|World|1|/mnt/PiNAS/music/malendragem/Sergio Mendes/Blue Brazil/Blue Brazil - Sergio Mendes & Brazil 66 -  - Mas Que Nada.mp3|Blue Brazil - Sergio Mendes & Brazil 66 -  - Mas Que Nada.mp3
x|Homenagem A Mongo|Som Tres|Blue Brazil|World|13|/mnt/PiNAS/music/malendragem/Som Tres/Blue Brazil/Blue Brazil - Som Tres - 13 - Homenagem A Mongo.mp3|Blue Brazil - Som Tres - 13 - Homenagem A Mongo.mp3
x|Viola Fora De Moda|Edu Lobo|Blue Brazil|World|8|/mnt/PiNAS/music/malendragem/Edu Lobo/Blue Brazil/Edu Lobo - Blue Brazil - 08 - Viola Fora De Moda.mp3|Edu Lobo - Blue Brazil - 08 - Viola Fora De Moda.mp3
x|vento bravo|Edu Lobo|Blue Brazil|World|18|/mnt/PiNAS/music/malendragem/Edu Lobo/Blue Brazil/Edu Lobo - Blue Brazil - 18 - Vento Bravo.mp3|Edu Lobo - Blue Brazil - 18 - Vento Bravo.mp3
x|Blue Sky Mine|Midnight Oil|Blue Sky Mining|Pop|1|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 01 - Blue Sky Mine.mp3|Midnight Oil - Blue Sky Mining - 01 - Blue Sky Mine.mp3
x|Stars Of Warburton|Midnight Oil|Blue Sky Mining|Pop|2|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 02 - Stars Of Warburton.mp3|Midnight Oil - Blue Sky Mining - 02 - Stars Of Warburton.mp3
x|Bedlam Bridge|Midnight Oil|Blue Sky Mining|Pop|3|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 03 - Bedlam Bridge.mp3|Midnight Oil - Blue Sky Mining - 03 - Bedlam Bridge.mp3
x|Forgotten Years|Midnight Oil|Blue Sky Mining|Pop|4|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 04 - Forgotten Years.mp3|Midnight Oil - Blue Sky Mining - 04 - Forgotten Years.mp3
x|Mountains Of Burma|Midnight Oil|Blue Sky Mining|Pop|5|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 05 - Mountains Of Burma.mp3|Midnight Oil - Blue Sky Mining - 05 - Mountains Of Burma.mp3
x|King Of The Mountain|Midnight Oil|Blue Sky Mining|Pop|6|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 06 - King Of The Mountain.mp3|Midnight Oil - Blue Sky Mining - 06 - King Of The Mountain.mp3
x|River Runs Red|Midnight Oil|Blue Sky Mining|Pop|7|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 07 - River Runs Red.mp3|Midnight Oil - Blue Sky Mining - 07 - River Runs Red.mp3
x|Shakers And Movers|Midnight Oil|Blue Sky Mining|Pop|8|/mnt/PiNAS/music/malendragem/Midnight Oil/Blue Sky Mining/Midnight Oil - Blue Sky Mining - 08 - Shakers And Movers.mp3|Midnight Oil - Blue Sky Mining - 08 - Shakers And Movers.mp3
