song|artist|album|genre|filePath
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 03 - Questa o quella.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 04 - Partite- ... Crudele!.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 08 - Pari siamo!.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 11 - Ah! veglia o donna.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 12 - Giovanna, ho dei rimorsi.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 14 - Addio, addio.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 02 - Parmi veder le lagrime.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 03 - Duca, duca!.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 04 - TPossente amor.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 06 - Cortigiani, vil razza.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 08 - Tutte le feste al tempio.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 09 - Sciudete ... ire al carcere.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 15 - Venti scudi hai tu detto-.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 2/Rigoletto - Disc 2 - Guiseppe Verdi - 17 - Della vendetta.mp3
Ain't it Fun|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Ain't it Fun.mp3
Civil War|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Civil War.mp3
Don't Cry|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Don't Cry.mp3
Knockin' on Heaven's Door|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Knockin' on Heaven's Door.mp3
Live and Let Die|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Live and Let Die.mp3
November Rain|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - November Rain.mp3
Paradise City|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Paradise City.mp3
Patience|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Patience.mp3
Since I Don't Have You|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Since I Don't Have You.mp3
Sweet Child O' Mine|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Sweet Child O' Mine.mp3
Sympathy for the Devil|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Sympathy for the Devil.mp3
Welcome to the Jungle|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Welcome to the Jungle.mp3
Yesterdays|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - Yesterdays.mp3
You Could Be Mine|Guns N Roses|Greatest Hits|Other|/mnt/PiNAS/music/malendragem/Guns N Roses/Greatest Hits/Guns n Roses - You Could Be Mine.mp3
What You Waiting For?|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/01 What You Waiting For-.mp3
Hollaback Girl|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/03 Hollaback Girl.mp3
Cool|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/04 Cool.mp3
Luxurious|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/06 Luxurious.mp3
Harajuku Girls|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/07 Harajuku Girls.mp3
Crash|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/08 Crash.mp3
The Real Thing|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/09 The Real Thing.mp3
Serious|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/10 Serious.mp3
Danger Zone|Gwen Stefani|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani/Love.Angel.Music.Baby/11 Danger Zone.mp3
Bubble Pop Electric|Gwen Stefani; Johnny Vulture|Love.Angel.Music.Baby|Rock|/mnt/PiNAS/music/malendragem/Gwen Stefani_ Johnny Vulture/Love.Angel.Music.Baby/05 Bubble Pop Electric.mp3
I Trance You|Gypsy|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/Gypsy/House Collection Club Classics - Luv Dup/Gypsy - The House Collection Club Classics - Luv Dup - I Trance You - 13.mp3
Hot Hot Hot|H.O.T.|Hot Girls 4 Life|Other|/mnt/PiNAS/music/malendragem/H.O.T_/Hot Girls 4 Life/Hot Girls 4 Life - H.O.T. - 06 - Hot Hot Hot.mp3
Situboquita Fuera|Hairyapesbmx|Expatriape|Jazz|/mnt/PiNAS/music/malendragem/Hairyapesbmx/Expatriape/hairy apes bmx - situboquita fuera.mp3
I Can't Go For That (No Can Do|Hall and Oates|Best 80's Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Hall and Oates/Best 80's Album In the World...Ever! (Di/The Best 80's Album In The World...Ever! (Disc 1) - 19 - Hall & Oates - I Can't Go For That (No Can Do).mp3
Shams Esh'shamusa|Hamza El Din|African Blues|Blues|/mnt/PiNAS/music/malendragem/Hamza El Din/African Blues/African Blues - Hamza El Din - 10 - Shams Esh'shamusa.mp3
Music for The Royal Fireworks:|Handel|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Handel/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 10) - 15 - Handel - Music for The Royal Fireworks Overture.mp3
Zadok the Priest (extract)|Handel|Absolute Classics - 500 Year..|Classical|/mnt/PiNAS/music/malendragem/Handel/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 10) - 16 - Handel - Zadok the Priest (extract).mp3
Water Music: Allegro|Handel|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Handel/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 2) - 07 - Handel - Water Music Allegro.mp3
Messiah: Hallelujah Chorus|Handel|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Handel/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 3) - 01 - Handel - Messiah Hallelujah Chorus.mp3
Xerxes: Largo|Handel|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Handel/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 4) - 09 - Handel - Xerxes Largo.mp3
Water Music: Hornpipe|Handel|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Handel/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 9) - 15 - Handel - Water Music Hornpipe.mp3
Mmm Bop|Hanson|Drop Dead Gorgeous 2|Pop|/mnt/PiNAS/music/malendragem/Hanson/Drop Dead Gorgeous 2/Drop Dead Gorgeous 2 - Hanson - 02 - Mmm Bop.mp3
George Porter Jr|Happy Song|Jockomo Jockomo|Other|/mnt/PiNAS/music/malendragem/Happy Song/Jockomo Jockomo/Jockomo Jockomo - George Porter Jr.mp3
Deep Inside|Hardrive|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/Hardrive/House Collection Club Classics - Luv Dup/Hardrive - The House Collection Club Classics - Luv Dup - Deep Inside - 03.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Hardrive/Journeys By DJ (Volume 4) The Silky Mix/Journeys By DJ (Volume 4) The Silky Mix - Hardrive - 05 - Deep Inside.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Haris Katsimihas & Apurimac (Greece)/Salsa Around the World/Salsa Around the World - Haris Katsimihas & Apurimac (Greece) - 04 - Forest Flower.mp3
Swing Low|Harry Belafonte|3 Originals|Other|/mnt/PiNAS/music/malendragem/Harry Belafonte/3 Originals/harry belafonte - Swing Low Sweet Chariot.mp3
There's a Hole in the Bucket|Harry Belafonte|A Man and His Music|Other|/mnt/PiNAS/music/malendragem/Harry Belafonte/A Man and His Music/harry belafonte - there's a hole in my bucket.mp3
Coconut Woman|Harry Belafonte|All Time Greatest Hits, Vol. 1|Other|/mnt/PiNAS/music/malendragem/Harry Belafonte/All Time Greatest Hits, Vol. 1/harry belafonte - lime in the coconut.mp3
Beatle Juice|Harry Belafonte|Harry Belafonte|Easy Listening|/mnt/PiNAS/music/malendragem/Harry Belafonte/Harry Belafonte/harry belafonte - Beatle Juice Theme.mp3
Get an Ugly Woman to Marry You|Harry Belafonte|Harry Belafonte|Easy Listening|/mnt/PiNAS/music/malendragem/Harry Belafonte/Harry Belafonte/harry belafonte - Get an Ugly Woman to Marry You.mp3
The Lion Sleeps Tonight|Harry Belafonte|Harry Belafonte|Easy Listening|/mnt/PiNAS/music/malendragem/Harry Belafonte/Harry Belafonte/harry belafonte - The Lion Sleeps Tonight.mp3
Cu-cu-ru-cu-cu Paloma|Harry Belafonte|Legendary|Other|/mnt/PiNAS/music/malendragem/Harry Belafonte/Legendary/harry belafonte - cu cu ru cu cu paloma.mp3
Turn Around                   |Harry Belafonte|Lp: This Is Harry Belafonte|Easy Listening|/mnt/PiNAS/music/malendragem/Harry Belafonte/Lp_ This Is Harry Belafonte/harry belafonte - turn around.mp3
Zombie Jamboree|Harry Belafonte|Many Moods of Belafonte/Ballad|Other|/mnt/PiNAS/music/malendragem/Harry Belafonte/Many Moods of Belafonte_Ballads, Blues a/harry belafonte - zombie jamboree.mp3
Limbo Rock|Harry Belafonte|Rock 'n' Roll Reunion Class of|Easy Listening|/mnt/PiNAS/music/malendragem/Harry Belafonte/Rock 'n' Roll Reunion Class of 62/harry belafonte - limbo rock.mp3
Liquidator|Harry Johnson and The All Star|This Is Ska [The Famous and Th|Other|/mnt/PiNAS/music/malendragem/Harry Johnson and The All Stars/This Is Ska [The Famous and The Infamous/This Is Ska [The Famous and the Infamous] - Liquidator.mp3
Big Rock Candy Mountain|Harry Mcclintock|O Brother, Where Art Thou?|Soundtrack|/mnt/PiNAS/music/malendragem/Harry Mcclintock/O Brother, Where Art Thou_/O Brother, Where Art Thou_ - Harry McClintock - 02 - Big Rock Candy Mountain.mp3
Everybody's Talkin'|Harry Nilsson|Forrest Gump (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Harry Nilsson/Forrest Gump (Ost)/Forrest Gump (OST) - Harry Nilsson - 06 - Everybody's Talkin'.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Havan/Journeys By DJ (Volume 1)/Journeys By DJ (Volume 1) - Havan - 12 - Shift.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Havana/Renaissance The Mix Collection (CD 3)/Renaissance The Mix Collection CD3 - Havana - 05 - Sublime Theme (Dub).mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Havana/Renaissance The Mix Collection (CD 3)/Renaissance The Mix Collection CD3 - Havana - 10 - Ethic Prayer (Euro Mix).mp3
High And Dry|Havanna|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/Havanna/House Collection Club Classics - Luv Dup/Havanna - The House Collection Club Classics - Luv Dup - High And Dry - 11.mp3
Alone|Heart|Best 80's Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Heart/Best 80's Album In the World...Ever! (Di/The Best 80's Album In The World...Ever! (Disc 2) - 15 - Heart - Alone.mp3
I Wish I Wasn't|Heather Headley|2004 Grammy Nominees|Pop|/mnt/PiNAS/music/malendragem/Heather Headley/2004 Grammy Nominees/2004 Grammy Nominees - Heather Headley - 15 - I Wish I Wasn't.mp3
blessed|Heather Nova|Blow|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Blow/04 - Heather Nova - blow - blessed.mp3
mother tongue|Heather Nova|Blow|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Blow/05 - Heather Nova - blow - mother tongue.mp3
talking to strangers|Heather Nova|Blow|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Blow/06 - Heather Nova - blow - talking to strangers.mp3
bare|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/01 - Heather Nova - glow stars - bare.mp3
my fidelity|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/02 - Heather Nova - glow stars - my fidelity.mp3
spirit in you|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/03 - Heather Nova - glow stars - spirit in you.mp3
shell|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/04 - Heather Nova - glow stars - shell.mp3
glow stars|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/05 - Heather Nova - glow stars - glow stars.mp3
ear to the ground|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/06 - Heather Nova - glow stars - ear to the ground.mp3
second skin|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/07 - Heather Nova - glow stars - second skin.mp3
mothertongue|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/08 - Heather Nova - glow stars - mothertongue.mp3
all the way|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/09 - Heather Nova - glow stars - all the way.mp3
frontier|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/10 - Heather Nova - glow stars - frontier.mp3
shaking the doll|Heather Nova|Glow Stars|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Glow Stars/11 - Heather Nova - glow stars - shaking the doll.mp3
Walk This World|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/01 - Heather Nova - Oyster - Walk This World.mp3
Throwing Fire At The Sun|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/04 - Heather Nova - Oyster - Throwing Fire At The Sun.mp3
Maybe An Angel|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/05 - Heather Nova - Oyster - Maybe An Angel.mp3
Sugar|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/06 - Heather Nova - Oyster - Sugar.mp3
Truth and Bone|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/07 - Heather Nova - Oyster - Truth and Bone.mp3
Blue Black|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/08 - Heather Nova - Oyster - Blue Black.mp3
Walking Higher|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/09 - Heather Nova - Oyster - Walking Higher.mp3
Light Years|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/10 - Heather Nova - Oyster - Light Years.mp3
Verona|Heather Nova|Oyster|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Oyster/11 - Heather Nova - Oyster - Verona.mp3
Love Will Find You|Heather Nova|Singles|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Singles/ATB - Two Worlds - CD1 - 02 - Love Will Find You (feat. Heather Nova).mp3
Feel You Like a River|Heather Nova|Singles|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Singles/ATB - Two Worlds - CD1 - 05 - Feel You Like a River (feat. Heather Nova).mp3
Someone New|Heather Nova|Singles|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Singles/Eskobar feat Heather Nova - Someone New.mp3
Blood Of Me|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/02 - Heather Nova - Siren - Blood Of Me.mp3
What A Feeling|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/04 - Heather Nova - Siren - What A Feeling.mp3
Valley Of Sound|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/05 - Heather Nova - Siren - Valley Of Sound.mp3
Winterblue|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/07 - Heather Nova - Siren - Winterblue.mp3
I'm Alive|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/08 - Heather Nova - Siren - I'm Alive.mp3
Widescreen|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/09 - Heather Nova - Siren - Widescreen.mp3
Avalanche|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/11 - Heather Nova - Siren - Avalanche.mp3
Ruby Red|Heather Nova|Siren|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Siren/13 - Heather Nova - Siren - Ruby Red.mp3
Welcome|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/01 - Heather Nova - South - Welcome.mp3
If I Saw You In A Movie|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/02 - Heather Nova - South - If I Saw You In A Movie.mp3
Talk to Me|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/03 - Heather Nova - South - Talk to Me.mp3
Heaven Sent|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/04 - Heather Nova - South - Heaven Sent.mp3
Help Me Be Good to You|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/05 - Heather Nova - South - Help Me Be Good to You.mp3
Like Lovers Do|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/06 - Heather Nova - South - Like Lovers Do.mp3
Virus of the Mind|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/07 - Heather Nova - South - Virus of the Mind.mp3
It's Only Love|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/08 - Heather Nova - South - It's Only Love.mp3
When Somebody Turns You On|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/09 - Heather Nova - South - When Somebody Turns You On.mp3
Waste the Day|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/10 - Heather Nova - South - Waste the Day.mp3
I'm No Angel|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/11 - Heather Nova - South - I'm No Angel.mp3
Tested|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/12 - Heather Nova - South - Tested.mp3
Gloomy Sunday|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/13 - Heather Nova - South - Gloomy Sunday.mp3
Just Been Born|Heather Nova|South|Other|/mnt/PiNAS/music/malendragem/Heather Nova/South/14 - Heather Nova - South - Just Been Born.mp3
Island|Heather Nova|Wonderlust|Other|/mnt/PiNAS/music/malendragem/Heather Nova/Wonderlust/03 - Heather Nova - Wonderlust - Island.mp3
